person,personLabel,dob,dod,citizenshipLabel,placeOfDeathLabel,mannerOfDeathLabel,causeOfDeathLabel,killerLabel
http://www.wikidata.org/entity/Q12219365,Shireen Abu Akleh,1971-04-03T00:00:00Z,2022-05-11T00:00:00Z,Palestine,Jenin,,gunshot wound,Israel Defense Forces
http://www.wikidata.org/entity/Q111754398,Vira Hyrych,1967-09-12T00:00:00Z,2022-04-28T00:00:00Z,Ukraine,Kyiv,,explosion,
http://www.wikidata.org/entity/Q111754398,Vira Hyrych,1967-09-12T00:00:00Z,2022-04-28T00:00:00Z,Soviet Union,Kyiv,,explosion,
http://www.wikidata.org/entity/Q111610270,Aleš Tihec,http://www.wikidata.org/.well-known/genid/4b49e8f399478cc3f68f1e986a19469d,2022-04-15T00:00:00Z,Slovenia,Brunšvik,,,
http://www.wikidata.org/entity/Q111610270,Aleš Tihec,http://www.wikidata.org/.well-known/genid/4b49e8f399478cc3f68f1e986a19469d,2022-04-15T00:00:00Z,Socialist Federal Republic of Yugoslavia,Brunšvik,,,
http://www.wikidata.org/entity/Q111610270,Aleš Tihec,http://www.wikidata.org/.well-known/genid/4b49e8f399478cc3f68f1e986a19469d,2022-04-15T00:00:00Z,Slovenia,Brunšvik,,,
http://www.wikidata.org/entity/Q111610270,Aleš Tihec,http://www.wikidata.org/.well-known/genid/4b49e8f399478cc3f68f1e986a19469d,2022-04-15T00:00:00Z,Socialist Federal Republic of Yugoslavia,Brunšvik,,,
http://www.wikidata.org/entity/Q111595090,Oleksandra Kuvshinova,1990-01-01T00:00:00Z,2022-03-14T00:00:00Z,Ukraine,Horenka,,,
http://www.wikidata.org/entity/Q109337139,Maks Levin,1981-07-07T00:00:00Z,2022-03-13T00:00:00Z,Ukraine,Huta-Mezhyhirska,,gunshot wound,
http://www.wikidata.org/entity/Q87082636,Brent Renaud,1971-10-02T00:00:00Z,2022-03-13T00:00:00Z,United States,Irpin,,gunshot wound,
http://www.wikidata.org/entity/Q109337139,Maks Levin,1981-07-07T00:00:00Z,2022-03-13T00:00:00Z,Ukraine,Huta-Mezhyhirska,,gunshot wound,
http://www.wikidata.org/entity/Q87082636,Brent Renaud,1971-10-02T00:00:00Z,2022-03-13T00:00:00Z,United States,Irpin,,gunshot wound,
http://www.wikidata.org/entity/Q111103847,Juan Carlos Muñiz,1984-01-01T00:00:00Z,2022-03-04T00:00:00Z,Mexico,Fresnillo,,gunshot wound,
http://www.wikidata.org/entity/Q113336180,Avaz Hafizli,1998-03-05T00:00:00Z,2022-02-22T00:00:00Z,Azerbaijan,Balaxanı,,stab wound,
http://www.wikidata.org/entity/Q110680455,Lourdes Maldonado,1955-02-11T00:00:00Z,2022-01-23T00:00:00Z,Mexico,Tijuana Municipality,,gunshot wound,
http://www.wikidata.org/entity/Q109657995,Abdiaziz Mohamud Guled,,2021-11-20T00:00:00Z,Somalia,,,suicide attack,Al-Shabaab
http://www.wikidata.org/entity/Q1944867,Peter R. de Vries,1956-11-14T00:00:00Z,2021-07-15T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,shot to the head,
http://www.wikidata.org/entity/Q1944867,Peter R. de Vries,1956-11-14T00:00:00Z,2021-07-15T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,shot to the head,
http://www.wikidata.org/entity/Q1944867,Peter R. de Vries,1956-11-14T00:00:00Z,2021-07-15T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,shot to the head,
http://www.wikidata.org/entity/Q1944867,Peter R. de Vries,1956-11-14T00:00:00Z,2021-07-15T00:00:00Z,Kingdom of the Netherlands,Amsterdam,,shot to the head,
http://www.wikidata.org/entity/Q106634435,David Beriain,1977-08-12T00:00:00Z,2021-04-26T00:00:00Z,Spain,Burkina Faso,,,
http://www.wikidata.org/entity/Q106639846,Roberto Fraile,1974-01-01T00:00:00Z,2021-04-26T00:00:00Z,Spain,Arli National Park,,,
http://www.wikidata.org/entity/Q106434990,Giorgos Karaivaz,1968-11-27T00:00:00Z,2021-04-09T00:00:00Z,Greece,Alimos Municipality,,gunshot wound,
http://www.wikidata.org/entity/Q106434990,Giorgos Karaivaz,1968-11-27T00:00:00Z,2021-04-09T00:00:00Z,Greece,Alimos Municipality,,gunshot wound,
http://www.wikidata.org/entity/Q118489716,Jennifer Wambua,,2021-03-01T00:00:00Z,Kenya,,,,
http://www.wikidata.org/entity/Q110164012,Malalai Maiwand,1995-01-01T00:00:00Z,2020-12-10T00:00:00Z,Afghanistan,Jalalabad,,gunshot wound,
http://www.wikidata.org/entity/Q125943406,Q125943406,1901-01-01T00:00:00Z,2020-08-21T00:00:00Z,Venezuela,Cabimas,,,Fuerzas de Acciones Especiales
http://www.wikidata.org/entity/Q81629322,Nevith Condés Jaramillo,1977-01-01T00:00:00Z,2019-08-24T00:00:00Z,Mexico,Tejupilco,,,
http://www.wikidata.org/entity/Q81629322,Nevith Condés Jaramillo,1977-01-01T00:00:00Z,2019-08-24T00:00:00Z,Mexico,Tejupilco Municipality,,,
http://www.wikidata.org/entity/Q113365075,K.M. Basheer,1984-07-13T00:00:00Z,2019-08-03T00:00:00Z,India,Thiruvananthapuram,,,Sriram Venkitaraman
http://www.wikidata.org/entity/Q65807984,Yelena Grigoryeva,1978-01-01T00:00:00Z,2019-07-21T00:00:00Z,Russia,Saint Petersburg,,cold weapon,
http://www.wikidata.org/entity/Q65807984,Yelena Grigoryeva,1979-01-01T00:00:00Z,2019-07-21T00:00:00Z,Russia,Saint Petersburg,,cold weapon,
http://www.wikidata.org/entity/Q65807984,Yelena Grigoryeva,1978-01-01T00:00:00Z,2019-07-21T00:00:00Z,Soviet Union,Saint Petersburg,,cold weapon,
http://www.wikidata.org/entity/Q65807984,Yelena Grigoryeva,1979-01-01T00:00:00Z,2019-07-21T00:00:00Z,Soviet Union,Saint Petersburg,,cold weapon,
http://www.wikidata.org/entity/Q16216180,Hodan Nalayeh,1976-01-01T00:00:00Z,2019-07-12T00:00:00Z,Canada,Kismayo,,Asasey hotel attack,
http://www.wikidata.org/entity/Q16216180,Hodan Nalayeh,1976-01-01T00:00:00Z,2019-07-12T00:00:00Z,Somalia,Kismayo,,Asasey hotel attack,
http://www.wikidata.org/entity/Q64711221,Muhammad Bilal Khan,1997-01-01T00:00:00Z,2019-06-16T00:00:00Z,Pakistan,Islamabad,,assassination,
http://www.wikidata.org/entity/Q63799951,Mena Mangal,1992-01-01T00:00:00Z,2019-05-11T00:00:00Z,Afghanistan,Kabul,,,
http://www.wikidata.org/entity/Q63465058,Telésforo Santiago Enriquez,1972-01-01T00:00:00Z,2019-05-02T00:00:00Z,Mexico,San Agustín Loxicha Municipality,,,
http://www.wikidata.org/entity/Q63219332,Lyra McKee,1990-03-31T00:00:00Z,2019-04-18T00:00:00Z,United Kingdom,Derry,,gunshot wound,
http://www.wikidata.org/entity/Q61994490,Alí Domínguez,1992-03-07T00:00:00Z,2019-03-06T00:00:00Z,Venezuela,Caracas,,,
http://www.wikidata.org/entity/Q61451643,Alaa Mashzoub,1968-01-01T00:00:00Z,2019-02-02T00:00:00Z,Iraq,Karbala,,shootout,
http://www.wikidata.org/entity/Q61451643,Alaa Mashzoub,1968-07-24T00:00:00Z,2019-02-02T00:00:00Z,Iraq,Karbala,,shootout,
http://www.wikidata.org/entity/Q135476203,Rafael Murúa Manríquez,,2019-01-20T00:00:00Z,Mexico,Mulegé,,,
http://www.wikidata.org/entity/Q60665692,Ahmed Hussein-Suale,1967-12-05T00:00:00Z,2019-01-16T00:00:00Z,Ghana,Accra,,shooting attack,
http://www.wikidata.org/entity/Q60665692,Ahmed Hussein-Suale,1967-12-05T00:00:00Z,2019-01-16T00:00:00Z,Ghana,Accra,,shooting attack,
http://www.wikidata.org/entity/Q61451643,Alaa Mashzoub,1968-01-01T00:00:00Z,2019-01-01T00:00:00Z,Iraq,Karbala,,shootout,
http://www.wikidata.org/entity/Q61451643,Alaa Mashzoub,1968-07-24T00:00:00Z,2019-01-01T00:00:00Z,Iraq,Karbala,,shootout,
http://www.wikidata.org/entity/Q59784689,Barto Pedro Orent-Niedzielski,1983-01-01T00:00:00Z,2018-12-16T00:00:00Z,Poland,Strasbourg,,gunshot wound,Chérif Chekatt
http://www.wikidata.org/entity/Q59784689,Barto Pedro Orent-Niedzielski,1983-01-01T00:00:00Z,2018-12-16T00:00:00Z,France,Strasbourg,,gunshot wound,Chérif Chekatt
http://www.wikidata.org/entity/Q59784689,Barto Pedro Orent-Niedzielski,1983-01-01T00:00:00Z,2018-12-16T00:00:00Z,Poland,Strasbourg,,shooting,Chérif Chekatt
http://www.wikidata.org/entity/Q59784689,Barto Pedro Orent-Niedzielski,1983-01-01T00:00:00Z,2018-12-16T00:00:00Z,France,Strasbourg,,shooting,Chérif Chekatt
http://www.wikidata.org/entity/Q59727838,Antonio Megalizzi,1989-05-15T00:00:00Z,2018-12-14T00:00:00Z,Italy,Strasbourg,,shooting,Chérif Chekatt
http://www.wikidata.org/entity/Q59146922,Raed Fares,1972-01-01T00:00:00Z,2018-11-23T00:00:00Z,Syria,Kafr Nabl,,,
http://www.wikidata.org/entity/Q57076990,Victoria Marinova,1988-08-19T00:00:00Z,2018-10-06T00:00:00Z,Bulgaria,Ruse,,,
http://www.wikidata.org/entity/Q57076990,Victoria Marinova,1988-08-19T00:00:00Z,2018-10-06T00:00:00Z,Bulgaria,Ruse,,,
http://www.wikidata.org/entity/Q1262052,Jamal Khashoggi,1958-10-13T00:00:00Z,2018-10-02T00:00:00Z,Saudi Arabia,Consulate General of Saudi Arabia in Istanbul,,killing,
http://www.wikidata.org/entity/Q135476101,Mario Leonel Gómez Sánchez,,2018-09-21T00:00:00Z,Mexico,Yajalón,,,
http://www.wikidata.org/entity/Q4160144,Orkhan Dzhemal,1966-11-12T00:00:00Z,2018-07-30T00:00:00Z,Russia,Kémo Prefecture,,,
http://www.wikidata.org/entity/Q4160144,Orkhan Dzhemal,1966-11-12T00:00:00Z,2018-07-30T00:00:00Z,Soviet Union,Kémo Prefecture,,,
http://www.wikidata.org/entity/Q135476097,Luis Pérez García,,2018-07-23T00:00:00Z,Mexico,Iztapalapa,,,
http://www.wikidata.org/entity/Q55264872,Rob Hiaasen,1959-02-01T00:00:00Z,2018-06-28T00:00:00Z,United States,Annapolis,,gunshot wound,
http://www.wikidata.org/entity/Q59395271,Dennis Denora,1951-01-01T00:00:00Z,2018-06-07T00:00:00Z,Philippines,Panabo,,gunshot wound,
http://www.wikidata.org/entity/Q50177451,Ján Kuciak,1990-05-17T00:00:00Z,2018-02-21T00:00:00Z,Slovakia,Veľká Mača,,gunshot wound,
http://www.wikidata.org/entity/Q50177451,Ján Kuciak,1990-05-17T00:00:00Z,2018-02-21T00:00:00Z,Slovakia,Veľká Mača,,gunshot wound,
http://www.wikidata.org/entity/Q47528797,Fariha Razak,1956-11-15T00:00:00Z,2018-02-01T00:00:00Z,Pakistan,Karachi,,,
http://www.wikidata.org/entity/Q64892677,Carlos Domínguez Rodríguez,1941-01-01T00:00:00Z,2018-01-13T00:00:00Z,Mexico,Nuevo Laredo,,stabbing,
http://www.wikidata.org/entity/Q19646809,Daphne Caruana Galizia,1964-08-26T00:00:00Z,2017-10-16T00:00:00Z,Malta,Bidnija,,car bomb,
http://www.wikidata.org/entity/Q19646809,Daphne Caruana Galizia,1964-08-26T00:00:00Z,2017-10-16T00:00:00Z,Malta,Bidnija,,car bomb,
http://www.wikidata.org/entity/Q38711433,Gauri Lankesh,1962-01-29T00:00:00Z,2017-09-05T00:00:00Z,India,Rajarajeshwari Nagar,,gunshot wound,http://www.wikidata.org/.well-known/genid/512d664d5ff0953de19bb3318824fb2b
http://www.wikidata.org/entity/Q36519983,Kim Wall,1987-03-23T00:00:00Z,2017-08-01T00:00:00Z,Sweden,Copenhagen,,,Peter Madsen
http://www.wikidata.org/entity/Q135476010,Juan José Roldán Ávila,,2017-05-16T00:00:00Z,Mexico,Calpulalpan,,,
http://www.wikidata.org/entity/Q6165746,Javier Valdez Cárdenas,1967-04-14T00:00:00Z,2017-05-15T00:00:00Z,Mexico,Culiacán,,gunshot wound,
http://www.wikidata.org/entity/Q30300642,Mandla Hlatshwayo,1976-11-24T00:00:00Z,2017-05-14T00:00:00Z,South Africa,Soweto,,gunshot wound,
http://www.wikidata.org/entity/Q29075325,Miroslava Breach Velducea,1962-08-07T00:00:00Z,2017-03-23T00:00:00Z,Mexico,Chihuahua City,,gunshot wound,
http://www.wikidata.org/entity/Q217069,Peter Abrahams,1919-03-19T00:00:00Z,2017-01-18T00:00:00Z,South Africa,Saint Andrew Parish,,,
http://www.wikidata.org/entity/Q217069,Peter Abrahams,1919-03-19T00:00:00Z,2017-01-18T00:00:00Z,South Africa,Saint Andrew Parish,,,
http://www.wikidata.org/entity/Q217069,Peter Abrahams,1919-03-19T00:00:00Z,2017-01-18T00:00:00Z,South Africa,Saint Andrew Parish,,,
http://www.wikidata.org/entity/Q217069,Peter Abrahams,1919-03-19T00:00:00Z,2017-01-18T00:00:00Z,South Africa,Saint Andrew Parish,,,
http://www.wikidata.org/entity/Q28599738,Mohsen Khazaei,1972-12-06T00:00:00Z,2016-11-12T00:00:00Z,Iran,Aleppo,,,
http://www.wikidata.org/entity/Q27074156,Jeroen Oerlemans,1970-05-15T00:00:00Z,2016-10-02T00:00:00Z,Kingdom of the Netherlands,Sirte,,gunshot wound,
http://www.wikidata.org/entity/Q27074156,Jeroen Oerlemans,1970-05-15T00:00:00Z,2016-10-02T00:00:00Z,Kingdom of the Netherlands,Sirte,,gunshot wound,
http://www.wikidata.org/entity/Q6880732,Nahed Hattar,1960-01-01T00:00:00Z,2016-09-25T00:00:00Z,Jordan,Amman,,assassination,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Russia,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Russia,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Russia,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Russia,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Russia,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Belarus,Kyiv,,,
http://www.wikidata.org/entity/Q2066848,Pavel Sheremet,1971-11-28T00:00:00Z,2016-07-20T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q26259932,Hafsa Mossi,1964-01-01T00:00:00Z,2016-07-13T00:00:00Z,Burundi,Commune of Gihosha,,,
http://www.wikidata.org/entity/Q23920796,Xulhaz Mannan,1976-10-13T00:00:00Z,2016-04-25T00:00:00Z,Bangladesh,Kalabagan,,,
http://www.wikidata.org/entity/Q23923391,John Ridsdel,1947-09-09T00:00:00Z,2016-04-25T00:00:00Z,Canada,Philippines,,,
http://www.wikidata.org/entity/Q29378265,Anabel Flores Salazar,1984-01-01T00:00:00Z,2016-02-09T00:00:00Z,Mexico,,,asphyxia,
http://www.wikidata.org/entity/Q22083293,Leila Alaoui,1982-07-10T00:00:00Z,2016-01-18T00:00:00Z,France,Ouagadougou,,,
http://www.wikidata.org/entity/Q22083293,Leila Alaoui,1982-07-10T00:00:00Z,2016-01-18T00:00:00Z,Morocco,Ouagadougou,,,
http://www.wikidata.org/entity/Q58466568,Guillaume Barreau-Decherf,1972-05-08T00:00:00Z,2015-11-14T00:00:00Z,France,11th arrondissement of Paris,,November 2015 Paris attacks,
http://www.wikidata.org/entity/Q58466568,Guillaume Barreau-Decherf,1972-05-08T00:00:00Z,2015-11-14T00:00:00Z,France,11th arrondissement of Paris,,November 2015 Paris attacks,
http://www.wikidata.org/entity/Q22069434,Raqia Hassan,1985-01-01T00:00:00Z,2015-09-01T00:00:00Z,Syria,Raqqa,,,
http://www.wikidata.org/entity/Q20883957,Paulo Machava,1954-01-01T00:00:00Z,2015-08-28T00:00:00Z,Mozambique,Maputo,,,
http://www.wikidata.org/entity/Q16373092,Rasim Aliyev,1984-08-16T00:00:00Z,2015-08-09T00:00:00Z,Azerbaijan,Baku,,,
http://www.wikidata.org/entity/Q20746601,Ruben Espinosa,1983-11-29T00:00:00Z,2015-07-31T00:00:00Z,Mexico,Mexico City,,,
http://www.wikidata.org/entity/Q20746601,Ruben Espinosa,1983-11-29T00:00:00Z,2015-07-31T00:00:00Z,Mexico,Mexico City,,,
http://www.wikidata.org/entity/Q20749458,Nadia Vera,1983-02-08T00:00:00Z,2015-07-31T00:00:00Z,Mexico,Mexico City,,,
http://www.wikidata.org/entity/Q27965118,Łukasz Masiak,1983-01-01T00:00:00Z,2015-06-14T00:00:00Z,Poland,Mława,,,
http://www.wikidata.org/entity/Q20047006,Ifeoma Aggrey-Fynn,1980-06-08T00:00:00Z,2015-06-02T00:00:00Z,Nigeria,,,gunshot wound,
http://www.wikidata.org/entity/Q20054343,Saša Marković,1967-04-19T00:00:00Z,2015-04-17T00:00:00Z,Montenegro,Budva,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q4098361,Oles Buzina,1969-07-13T00:00:00Z,2015-04-16T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q19367387,Nuh Köklü,1968-01-01T00:00:00Z,2015-02-17T00:00:00Z,Turkey,Kadıköy,,,
http://www.wikidata.org/entity/Q11488414,Kenji Gotō,1967-09-22T00:00:00Z,2015-01-31T00:00:00Z,Japan,Syria,,decapitation,
http://www.wikidata.org/entity/Q11488414,Kenji Gotō,1967-09-22T00:00:00Z,2015-01-31T00:00:00Z,Japan,Syria,,decapitation,
http://www.wikidata.org/entity/Q11488414,Kenji Gotō,1967-09-22T00:00:00Z,2015-01-30T00:00:00Z,Japan,Syria,,decapitation,
http://www.wikidata.org/entity/Q11488414,Kenji Gotō,1967-09-22T00:00:00Z,2015-01-30T00:00:00Z,Japan,Syria,,decapitation,
http://www.wikidata.org/entity/Q1375265,Georges Wolinski,1934-06-29T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q2898292,Bernard Maris,1946-09-23T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q2957653,Charb,1967-08-21T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q3528336,Tignous,1957-08-21T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q15970956,Philippe Honoré,1941-11-25T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q18723072,Elsa Cayat,1960-03-09T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,gunshot wound,
http://www.wikidata.org/entity/Q18752494,Mustapha Ourrad,1954-06-21T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q18752494,Mustapha Ourrad,1954-06-21T00:00:00Z,2015-01-07T00:00:00Z,Algeria,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q18922526,Michel Renaud,1945-02-06T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,gunshot wound,
http://www.wikidata.org/entity/Q3528336,Tignous,1957-08-21T00:00:00Z,2015-01-07T00:00:00Z,France,11th arrondissement of Paris,,,
http://www.wikidata.org/entity/Q21065006,Evany Jose Metzker,,2015-01-01T00:00:00Z,Brazil,,,,
http://www.wikidata.org/entity/Q18518769,Anne Cluysenaar,1936-03-15T00:00:00Z,2014-11-01T00:00:00Z,Ireland,Llantrisant,,stabbing,
http://www.wikidata.org/entity/Q17573849,Steven Joel Sotloff,1983-05-11T00:00:00Z,2014-09-02T00:00:00Z,United States,Syrian Desert,,decapitation,Jihadi John
http://www.wikidata.org/entity/Q17573849,Steven Joel Sotloff,1983-05-11T00:00:00Z,2014-09-02T00:00:00Z,Israel,Syrian Desert,,decapitation,Jihadi John
http://www.wikidata.org/entity/Q18395351,Víctor Pérez Pérez,2000-01-01T00:00:00Z,2014-09-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q17562199,James Foley,1973-10-18T00:00:00Z,2014-08-19T00:00:00Z,United States,Raqqa,,decapitation,Jihadi John
http://www.wikidata.org/entity/Q17562199,James Foley,1973-10-18T00:00:00Z,2014-08-19T00:00:00Z,United States,Raqqa,,decapitation,Jihadi John
http://www.wikidata.org/entity/Q18763747,Nery Soto,,2014-08-14T00:00:00Z,Honduras,,,,
http://www.wikidata.org/entity/Q18350316,Adrián Gaona,1975-08-05T00:00:00Z,2014-08-13T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Russia,Snizhne City council,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Soviet Union,Snizhne City council,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Russia,Snizhne City council,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Soviet Union,Snizhne City council,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Russia,Snizhne City council,,,
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980-12-22T00:00:00Z,2014-08-06T00:00:00Z,Soviet Union,Snizhne City council,,,
http://www.wikidata.org/entity/Q18354112,Nolberto Herrera,,2014-07-29T00:00:00Z,Mexico,,,,
http://www.wikidata.org/entity/Q17412700,Herlyn Espinal,1982-09-14T00:00:00Z,2014-07-20T00:00:00Z,Honduras,,,,
http://www.wikidata.org/entity/Q17306058,Anatoly Klyan,1946-01-23T00:00:00Z,2014-06-30T00:00:00Z,Russia,Donetsk,,gunshot wound,
http://www.wikidata.org/entity/Q17306058,Anatoly Klyan,1946-01-23T00:00:00Z,2014-06-30T00:00:00Z,Soviet Union,Donetsk,,gunshot wound,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Russia,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Soviet Union,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Russia,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Soviet Union,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Russia,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q17275668,Igor Kornelyuk,1977-05-09T00:00:00Z,2014-06-17T00:00:00Z,Soviet Union,Luhansk,,mortar ammunition,
http://www.wikidata.org/entity/Q18206175,Hernán Cruz Barnica,,2014-05-28T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q19845247,Rubylita Garcia,1962-01-01T00:00:00Z,2014-04-06T00:00:00Z,Philippines,Bacoor,,,
http://www.wikidata.org/entity/Q108688976,Adriana Urquiola,1985-07-02T00:00:00Z,2014-03-23T00:00:00Z,Venezuela,Los Teques,,shot to the head,
http://www.wikidata.org/entity/Q15924343,Nils Horner,1962-12-05T00:00:00Z,2014-03-11T00:00:00Z,Sweden,Kabul,,,
http://www.wikidata.org/entity/Q15813153,Ihor Kostenko,1991-12-31T00:00:00Z,2014-02-20T00:00:00Z,Ukraine,Kyiv,,gunshot wound,
http://www.wikidata.org/entity/Q16334164,Serhii Kemskyi,1981-11-15T00:00:00Z,2014-02-20T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q16167683,Vyacheslav Veremy,1980-02-22T00:00:00Z,2014-02-19T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q16167683,Vyacheslav Veremy,1980-02-22T00:00:00Z,2014-02-19T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q12105356,Yakov Zayko,1940-04-04T00:00:00Z,2014-02-18T00:00:00Z,Ukraine,Kyiv,,,
http://www.wikidata.org/entity/Q12105356,Yakov Zayko,1940-04-04T00:00:00Z,2014-02-18T00:00:00Z,Soviet Union,Kyiv,,,
http://www.wikidata.org/entity/Q23562864,Pedro Palma,1967-01-01T00:00:00Z,2014-02-13T00:00:00Z,Brazil,Miguel Pereira,,gunshot wound,
http://www.wikidata.org/entity/Q1290892,Eduardo Coutinho,1933-05-11T00:00:00Z,2014-02-02T00:00:00Z,Brazil,Rio de Janeiro,,stabbing,
http://www.wikidata.org/entity/Q124830614,Melicia Gunasekara,,2014-02-02T00:00:00Z,Sri Lanka,,,,
http://www.wikidata.org/entity/Q18518771,Gregorio Jiménez de la Cruz,1972-01-01T00:00:00Z,2014-02-01T00:00:00Z,Mexico,Veracruz,,,
